item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
82,28,5,Ordinance,Ordinance 2024-09,,"Ordinance 2024-09, Amendment to the Comprehensive Plan to adopt the South Florida Management District Water Supply Facilities Work Plan",,,"Ordinance 2024-09, Amendment to the Comprehensive Plan to adopt the South Florida Management District Water Supply Facilities Work Plan. Action: Recommended approval of Ordinance 2024-09 with the corrections identified by Board Member Williams",Recommended approval of Ordinance 2024-09 with the corrections identified by Board Member Williams,,See minutes,
83,29,1,Unknown,DCI2024-E004,,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Via Co",4,"8990 Corkscrew Road, Estero, FL","Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Via Co. Action: Recommended approval by Council of the Zoning Amendment with staff recommendations",Recommended approval by Council of the Zoning Amendment with staff recommendations,,See minutes,
84,29,2,Vote,DCI2024-E003,,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Applicant requests a rezoning for a2-story townhome development with 171 townhome unit,4,Corkscrew Road Widening Corridor,"Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Applicant requests a rezoning for a2-story townhome development with 171 townhome unit. Action: Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting","Approved continuance to the August 13, 2024, Planning Zoning and Design Board Meeting",,See minutes,
85,30,1,Vote,DOS2024-E005,,"University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The applicant see",5,Ben Hill Griffin Parkway,"University Highlands II - Development Order (DOS2024-E005) (District 5) The property is located on Ben Hill Griffin Parkway north of Everblades Parkway North, and east of Tiburon Way. The site is part of the Timberland & Tiburon MPD/DRI. The applicant see. Action: Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends","Approved Development Order with staff stipulations, stipulation of the upsizing of the materials by the dumpsters, and no outdoor dining after 10:00 pm on weekdays and 11:00 pm on the weekends",,See minutes,
86,30,2,Vote,DOS2024-E006,,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent,4,"10351 Corkscrew Commons Drive, Estero, FL","Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking","Approved Development Order with staff recommendations, the change of the dark blue to the lighter blue, and the deviation in parking",,See minutes,
87,30,3,Unknown,DCI2024-E003,July 9th meeting. Applicant requests a rezoning,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Continued from July 9th meeting. Applicant requests a rezoning for a2-story townhome d,4,Corkscrew Road Widening Corridor,Estero Townhomes EPD - Rezoning (DCI2024-E003) (District 4) 21.4 acres located on the northeast corner of Corkscrew Road and Sandy Lane formerly known as The Colonnade. Continued from July 9th meeting. Applicant requests a rezoning for a2-story townhome d. Action: Recommended approval by Council of the Rezoning with staff conditions,Recommended approval by Council of the Rezoning with staff conditions,,See minutes,
88,30,4,Vote,DOS2024-E007,,Estero Entertainment District - Development Order (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Williams Road and east of Via Coconut and the railroad right of way. The 21± acres was rezoned t,4,"9000 Williams Road, Estero, FL",Estero Entertainment District - Development Order (DOS2024-E007) (District 4) The Village owned property is located at 9000 Williams Road on the north side of Williams Road and east of Via Coconut and the railroad right of way. The 21± acres was rezoned t. Action: Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,Approved the Development Order with staff stipulations and the condition that the architect brings back the south and west elevations for Planning Zoning and Design Board to review,,See minutes,
89,31,1,Consent Agenda,,,Selection of Vice-Chairman,,,Selection of Vice-Chairman. Action: Appointed Michael Sheeley as Vice Chairman. A motion to approve the consent agenda was made and duly passed,Appointed Michael Sheeley as Vice Chairman. A motion to approve the consent agenda was made and duly passed,,Detected,
90,31,2,Vote,DOS2024-E006,,Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent,4,"10351 Corkscrew Commons Drive, Estero, FL",Celebree School - Development Order (DOS2024-E006) (District 4) 10351 Corkscrew Commons Drive. The property is located north of Corkscrew Road and west of Corkscrew Crossings Boulevard. The building previously operated as a Goodwill Retail & Donation Cent. Action: Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,Approved revision to Development Order to remove the stone at the base of the building and clarify the color of Utterly Beige for the base,,See minutes,
91,31,3,Vote,LDO2024-E037,,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest were no,6,Three Oaks Parkway,Shadow Wood Community Association - Three Oaks Guardhouse Remodel (LDO2024-E037) (District 6) The guardhouse is located at the entrance to Shadow Wood on Oakwilde Boulevard and Three Oaks Parkway. No ex parte communication or conflicts of interest were no. Action: Approved Limited Development Order,Approved Limited Development Order,,See minutes,
92,31,4,Vote,DCI2024-E006,,"Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people that live",1,"22910 Lyden Drive, Estero, FL","Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people that live. Action: Approved a continuance until November 12, 2024 meeting","Approved a continuance until November 12, 2024 meeting",,See minutes,
93,31,5,Vote,DOS2024-E001,,"Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Also known",4,"21301 Town Commons Drive, Estero, FL","Starbucks - Estero Town Commons - Development Order (DOS2024-E001) (District 4) 21301 Town Commons Drive, ± 1.4-acre vacant parcel on the corner of Corkscrew Road and Town Commons Drive in Estero Town Center Commercial Planned Development (CPD) Also known. Action: Approved the Development Order with staff stipulation and with added landscaping on the North side",Approved the Development Order with staff stipulation and with added landscaping on the North side,,See minutes,
94,31,6,Ordinance,Ordinance No. 2024-10,,Ordinance No. 2024-10 - Village Developments,,,Ordinance No. 2024-10 - Village Developments. Action: Approved recommendation not to approve Ordinance 2024-10 and to provide Planning Zoning and Design Board comments to Council,Approved recommendation not to approve Ordinance 2024-10 and to provide Planning Zoning and Design Board comments to Council,,See minutes,
95,32,1,Vote,DOS2024-E002,,"Woodfield Mixed-Use Development Order - DOS2024-E002 (District 6) ±46 vacant acres on the northwest corner of US 41 and Coconut Road Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video ",6,US 41 / Tamiami Trail,"Woodfield Mixed-Use Development Order - DOS2024-E002 (District 6) ±46 vacant acres on the northwest corner of US 41 and Coconut Road Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video . Action: Approved Development Order with the staff conditions and the requested deviations",Approved Development Order with the staff conditions and the requested deviations,,See minutes,
96,32,2,Unknown,DCI2024-E006,Marsh Landing,"Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people that live",1,"22910 Lyden Drive, Estero, FL","Coconut Trace Planned Development - Zoning Amendment (DCI2024-E006) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. No conflicts of interest were noted. Board Member Tatooles received letters from people that live. Action: Recommended approval to Council with conditions that the developer ensures that they work with Marsh Landing to provide a visually opaque barrier by time of C.O., the front entry to be revised to make it more welcoming area, three signature tree/palms, will be planted along the Eastern face and the open vertical panels, parking lot lighting will be reduced to 20-foot poles throughout parking, visually opaque windows will be used on the west side of the building, and 48-inch continuous hedgerow will be adjacent to the parking and adjacent Marsh Landing","Recommended approval to Council with conditions that the developer ensures that they work with Marsh Landing to provide a visually opaque barrier by time of C.O., the front entry to be revised to make it more welcoming area, three signature tree/palms, will be planted along the Eastern face and the open vertical panels, parking lot lighting will be reduced to 20-foot poles throughout parking, visually opaque windows will be used on the west side of the building, and 48-inch continuous hedgerow will be adjacent to the parking and adjacent Marsh Landing",,See minutes,
97,33,1,Ordinance,LDO2024-E041,June 8,"Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016,",,"9501 Vintage Trace Circle, Estero, FL","Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016,. Action: No formal action recorded. Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. Planning Zoning and Design Board Minutes - December 10, 2024 Page 2 of 4 9501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Tyler Bonnough, Bowman Bruce Ackerman, General Manager of Estero Country Club Public Comment None. Board Questions or Comments Board Members Wallace and","No formal action recorded. Estero Country Club Pickleball Limited Development Order (LDO2024-E041) Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. Planning Zoning and Design Board Minutes - December 10, 2024 Page 2 of 4 9501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Tyler Bonnough, Bowman Bruce Ackerman, General Manager of Estero Country Club Public Comment None. Board Questions or Comments Board Members Wallace and",,,
98,33,2,Public Comment,DCI2024-E005,,Home2 Suites - Zoning Amendment (DCI2024-E005) (District 6) The proposed hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot,6,Coconut Point,"Home2 Suites - Zoning Amendment (DCI2024-E005) (District 6) The proposed hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot. Action: No formal action recorded. Home2 Suites - Zoning Amendment (DCI2024-E005) (District 6) The proposed hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Lee Shuman, Peachtree Group Jeremy M. Pettit, P.E., Ingenium Enterprises, Inc - Civil Engineering & Planning Christopher Allred AIA, The RBA Group Board Questions or Comments Board Members Wallace, Paivandy, Williams, Tatooles, Vice Chairman Sheeley, and Presentation/Information by Tyler Lamkey, Riverside Investment & Development Planning Zoning and Design Board Minutes - December 10, 2024 Page 4 of 4 Public Comment None","No formal action recorded. Home2 Suites - Zoning Amendment (DCI2024-E005) (District 6) The proposed hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parking lot. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Lee Shuman, Peachtree Group Jeremy M. Pettit, P.E., Ingenium Enterprises, Inc - Civil Engineering & Planning Christopher Allred AIA, The RBA Group Board Questions or Comments Board Members Wallace, Paivandy, Williams, Tatooles, Vice Chairman Sheeley, and Presentation/Information by Tyler Lamkey, Riverside Investment & Development Planning Zoning and Design Board Minutes - December 10, 2024 Page 4 of 4 Public Comment None",,,
99,34,1,Vote,DOS2023-E012,,"Genova Townhomes and Villas Development Order (DOS2023-E012) (District 4) 21471, 21510 and 21520 Strada Nuova Circle, located southeast of the Corkscrew Road and Via Coconut Intersection. The Development Order is for the last phase of the Genova Estero Pl",4,"21510 and 21520 Strada Nuova Circle, Estero, FL","Genova Townhomes and Villas Development Order (DOS2023-E012) (District 4) 21471, 21510 and 21520 Strada Nuova Circle, located southeast of the Corkscrew Road and Via Coconut Intersection. The Development Order is for the last phase of the Genova Estero Pl. Action: Approved Development Order with the staff conditions",Approved Development Order with the staff conditions,,See minutes,
100,34,2,Vote,LDO2024-E041,,Estero Country Club Pickleball Limited Development Order (LDO2024-E041) (District 3) 19501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. sworn in by Land Use Attorney Stroud. Applicant i,3,"19501 Vintage Trace Circle, Estero, FL",Estero Country Club Pickleball Limited Development Order (LDO2024-E041) (District 3) 19501 Vintage Trace Circle - The courts are in the southwest portion of the Vines Development and east of the clubhouse. sworn in by Land Use Attorney Stroud. Applicant i. Action: Approved Limited Development Order with the staff conditions and the requested deviations,Approved Limited Development Order with the staff conditions and the requested deviations,,See minutes,
101,34,3,Vote,DOS2019-E004,,8111 Broadway East Development Order Amendment #1 (DOS2019-E004) (District 4) 8111 Broadway East is a1-acre site located 200 feet east of US 41. It was developed in 1983 by the U.S. Federal Government for a Post Office. The Development Order is for the re,4,Broadway Avenue East UEP,"8111 Broadway East Development Order Amendment #1 (DOS2019-E004) (District 4) 8111 Broadway East is a1-acre site located 200 feet east of US 41. It was developed in 1983 by the U.S. Federal Government for a Post Office. The Development Order is for the re. Action: Approved Development Order with the following conditions: darker colors for the accent color instead of the latte, remove the vines, the monument sign would be simpler design with a three foot base, staff stipulation which was about connecting to sewer when it's available, and a zoning condition to do an inspection before to make sure the septic tank is working","Approved Development Order with the following conditions: darker colors for the accent color instead of the latte, remove the vines, the monument sign would be simpler design with a three foot base, staff stipulation which was about connecting to sewer when it's available, and a zoning condition to do an inspection before to make sure the septic tank is working",,See minutes,
102,35,1,Vote,,Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is,"Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is for 2 commercial buildings and supporting infrastructure on 4 acres. The development w",2,"19950 S. Tamiami Trail, Estero, FL","Estero 4.2 - Development Order (District 2) 19950 S. Tamiami Trail, located across US 41 from Wal-Mart and north of the Cayo de Estero Shoppes. The Development Order is for 2 commercial buildings and supporting infrastructure on 4 acres. The development w. Action: Approved Development Order with the staff conditions and additional stipulation on the easement",Approved Development Order with the staff conditions and additional stipulation on the easement,,See minutes,
103,35,2,Vote,DOS2023-E008,,"Walmart Expansion (DOS2023-E008) (District 2) 19975 S. Tamiami Trail, located at the corner of US 41 and Estero Parkway. The original Development Order was approved in 2012, DOS2012-00045. Seeking to add a3,567 square foot addition to the north side of th",2,"19975 S. Tamiami Trail, Estero, FL","Walmart Expansion (DOS2023-E008) (District 2) 19975 S. Tamiami Trail, located at the corner of US 41 and Estero Parkway. The original Development Order was approved in 2012, DOS2012-00045. Seeking to add a3,567 square foot addition to the north side of th. Action: Approved the Walmart expansion and consideration by Walmart to reroute their trucks off US",Approved the Walmart expansion and consideration by Walmart to reroute their trucks off US,,Detected,
104,35,3,Vote,DCI2024-E005,,Home2 Suites - Zoning and DRI Amendment (DCI2024-E005) (District 6) The 2.37-acre hotel site is south of the movie theater in the Coconut Point Mall on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parkin,6,Coconut Point,Home2 Suites - Zoning and DRI Amendment (DCI2024-E005) (District 6) The 2.37-acre hotel site is south of the movie theater in the Coconut Point Mall on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a parkin. Action: Approved recommendation to Council to approve zoning and DRI amendment based on the staff report,Approved recommendation to Council to approve zoning and DRI amendment based on the staff report,,See minutes,
105,36,1,Vote,,,APPROVAL OF AGENDA,,,APPROVAL OF AGENDA. Action: Approved the agenda with 6,Approved the agenda with 6,,Detected,
106,36,2,Vote,,,"South Regional Library - Redesign of exterior entry and interior remodel (District 4) 18251 Three Oaks Parkway, located on the west side of Three Oaks Parkway and north of Corkscrew Road. No ex parte communication or conflicts of interest were noted",4,"18251 Three Oaks Parkway, Estero, FL","South Regional Library - Redesign of exterior entry and interior remodel (District 4) 18251 Three Oaks Parkway, located on the west side of Three Oaks Parkway and north of Corkscrew Road. No ex parte communication or conflicts of interest were noted. Action: Approved exterior renovation at the entrance",Approved exterior renovation at the entrance,,See minutes,
107,37,1,Vote,DOS2022-E007,,"Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. No ex pa",4,"8990 Corkscrew Road, Estero, FL","Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. No ex pa. Action: Approved Development Order Amendment with the stipulations provided by staff",Approved Development Order Amendment with the stipulations provided by staff,,See minutes,
108,38,1,Vote,DOS2022-E001,,Piccolo Buco - DOS2022-E001 Minor Change - Marketplace at Coconut Point Exterior Building Color Change (District 6) Located at the southern portion of Marketplace at Coconut Point between US 41 and Via Villagio and identified as Building III on the Develo,6,US 41 / Tamiami Trail,"Piccolo Buco - DOS2022-E001 Minor Change - Marketplace at Coconut Point Exterior Building Color Change (District 6) Located at the southern portion of Marketplace at Coconut Point between US 41 and Via Villagio and identified as Building III on the Develo. Action: Approved approve Minor Change with the stipulations the planters out front to be consistent with the trellis with a natural wood color, the spire will be placed on the top of the building, and the stipulations provided by staff","Approved approve Minor Change with the stipulations the planters out front to be consistent with the trellis with a natural wood color, the spire will be placed on the top of the building, and the stipulations provided by staff",,See minutes,
109,38,2,Unknown,DCI2025-E001,FDEP and Army Corps,Pelican Sound - Residential Planned Development - Zoning Amendment (District 2) (DCI2025-E001) 4561-4798 Pelican Sound Boulevard - located north of Williams Road and west of Koreshan State Park and US 41. No ex parte communication or conflicts of interest,2,"4798 Pelican Sound Boulevard, Estero, FL","Pelican Sound - Residential Planned Development - Zoning Amendment (District 2) (DCI2025-E001) 4561-4798 Pelican Sound Boulevard - located north of Williams Road and west of Koreshan State Park and US 41. No ex parte communication or conflicts of interest. Action: Recommended approval to Village Council with the following conditions; contingent upon no night operations and contingent upon them having to secure the permits that they have to get from FDEP and Army Corps, no additional trips, abide by the schedule for trips is it the four during season a day, and three during nonseason and not on the weekends in nonseason, and they have make their application to the Army Corps and FDEP within 90-days of approval","Recommended approval to Village Council with the following conditions; contingent upon no night operations and contingent upon them having to secure the permits that they have to get from FDEP and Army Corps, no additional trips, abide by the schedule for trips is it the four during season a day, and three during nonseason and not on the weekends in nonseason, and they have make their application to the Army Corps and FDEP within 90-days of approval",,See minutes,
110,38,3,Unknown,DCI2024-E008,,"Mayfield Village - Residential Planned Development Rezoning (District 4) (DCI2024-E008)) 8790 Broadway E, located south on Broadway E. and west of Sandy Lane and east of the Seminole Gulf Railroad right of way. No ex parte communication or conflicts of in",4,Sandy Lane,"Mayfield Village - Residential Planned Development Rezoning (District 4) (DCI2024-E008)) 8790 Broadway E, located south on Broadway E. and west of Sandy Lane and east of the Seminole Gulf Railroad right of way. No ex parte communication or conflicts of in. Action: Recommended approval to Village Council with the following conditions that the applicant will agree to provide the easements and funding to provide the underground power service to the existing power pole provided that FPL is willing to provide that service",Recommended approval to Village Council with the following conditions that the applicant will agree to provide the easements and funding to provide the underground power service to the existing power pole provided that FPL is willing to provide that service,,See minutes,
111,39,1,Vote,ADD2025-E005,,Piccolo Buco - Piccolo Buco - Marketplace at Coconut Point - COP-Administrative Amendment (ADD2025-E005) (District 6) Located at the southern portion of Marketplace at Coconut Point between US 41 and Via Villagio and identified as Building III on the Deve,6,US 41 / Tamiami Trail,Piccolo Buco - Piccolo Buco - Marketplace at Coconut Point - COP-Administrative Amendment (ADD2025-E005) (District 6) Located at the southern portion of Marketplace at Coconut Point between US 41 and Via Villagio and identified as Building III on the Deve. Action: Approved COP Administrative Amendment with stipulations provided by staff,Approved COP Administrative Amendment with stipulations provided by staff,,See minutes,
112,39,2,Ordinance,Ordinance 2025-04,,"Flood Ordinance 2025-04 Ordinance amending Land Development Code Section 7-3 ""Flood Hazard Reduction Standards"" to include a requirement for Nonconversion Agreements for Elevated Structures with enclosures below the required elevation, clarify the process",,,"Flood Ordinance 2025-04 Ordinance amending Land Development Code Section 7-3 ""Flood Hazard Reduction Standards"" to include a requirement for Nonconversion Agreements for Elevated Structures with enclosures below the required elevation, clarify the process. Action: Recommended approval to Village Council Ordinance 2025",Recommended approval to Village Council Ordinance 2025,,,
113,40,1,Vote,LDO2025-E020,,Eagle Walk (Coastal Village) Monument Signs (LDO2025-E020) (District 6) Located north of Estero Parkway between Three Oaks Parkway and I-75. No ex parte communication or conflicts of interest were noted. Board Member Jones and Vice Chairman Sheeley disclo,6,Estero Parkway,Eagle Walk (Coastal Village) Monument Signs (LDO2025-E020) (District 6) Located north of Estero Parkway between Three Oaks Parkway and I-75. No ex parte communication or conflicts of interest were noted. Board Member Jones and Vice Chairman Sheeley disclo. Action: Approved the monument sign subject to further negotiations on the location,Approved the monument sign subject to further negotiations on the location,,See minutes,
114,40,2,Vote,DOS2025-E001,,"Aldi - 11906 Newbridge Court, Development Order (DOS2025-E001) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road on Newbridge Court",5,"11906 Newbridge Court, Estero, FL","Aldi - 11906 Newbridge Court, Development Order (DOS2025-E001) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road on Newbridge Court. Action: Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm","Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm",,See minutes,
115,40,3,Ordinance,Ordinance No. 2025-09,,"Ordinance No. 2025-09 Land Development Code Amendment for Plats Ordinance No. 2025-09 amends Village Land Development Code Sections 2-301, 2- 303, and 2-502 regarding plat approvals due to state legislative changes; making related findings; and providing ",,,"Ordinance No. 2025-09 Land Development Code Amendment for Plats Ordinance No. 2025-09 amends Village Land Development Code Sections 2-301, 2- 303, and 2-502 regarding plat approvals due to state legislative changes; making related findings; and providing . Action: Recommended approval to Village Council of Ordinance 2025",Recommended approval to Village Council of Ordinance 2025,,,
116,41,1,Vote,DOS2025-E004,,"Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted",6,"22801 Oakwilde Boulevard, Estero, FL","Shadow Wood C.C. Lifestyle Center (DOS2025-E004) (District 6) 22801 Oakwilde Boulevard, located in the development next to the Shadow Wood clubhouse. No ex parte communication or conflicts of interest were noted. Action: Approved the Development Order with staff stipulations",Approved the Development Order with staff stipulations,,See minutes,
117,42,1,Vote,,,"Summercrest previously known as Toll Brothers Development Order (DOS2024- E008) (District 4) Applicant seeks to develop 153 townhome units, amenities, utilities and infrastructure. Plans include a public use area. No ex parte communication or conflicts of",4,Summercrest,"Summercrest previously known as Toll Brothers Development Order (DOS2024- E008) (District 4) Applicant seeks to develop 153 townhome units, amenities, utilities and infrastructure. Plans include a public use area. No ex parte communication or conflicts of. Action: Approved the Development Order with staff stipulations",Approved the Development Order with staff stipulations,,See minutes,
118,42,2,Contract Approval,DOS2025-E006,,"Broadway Crossing formerly named Mayfair Village (DOS2025-E006) (District 4) 8790 Broadway East, located south of Broadway East and west of Sandy Lane and east of the Seminole Gulf Railroad right-of-way. Applicant seeks to develop 17 single-family units o",4,Broadway Avenue East UEP,"Broadway Crossing formerly named Mayfair Village (DOS2025-E006) (District 4) 8790 Broadway East, located south of Broadway East and west of Sandy Lane and east of the Seminole Gulf Railroad right-of-way. Applicant seeks to develop 17 single-family units o. Action: Approved the Development Order with staff stipulations and the additional conditions the contractor will try to retain the Heritage Tree and if it dies it will have to be replaced and the Village has drainage easement over the conveyance swale that conveys off-site",Approved the Development Order with staff stipulations and the additional conditions the contractor will try to retain the Heritage Tree and if it dies it will have to be replaced and the Village has drainage easement over the conveyance swale that conveys off-site,,See minutes,
119,42,3,Vote,DOS2025-E007,,"Coconut Trace Hotel-Tract F (DOS2025-E007) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. Applicant seeks to develop a 122-room, 4-story hotel on Tract F. Rezoning action was recently approved February 5, 2025, v",1,"22910 Lyden Drive, Estero, FL","Coconut Trace Hotel-Tract F (DOS2025-E007) (District 1) 22910 Lyden Drive, located west of US 41 across from the Coconut Point Mall. Applicant seeks to develop a 122-room, 4-story hotel on Tract F. Rezoning action was recently approved February 5, 2025, v. Action: Approved the Development Order with staff stipulations and the additional condition the applicant will install the Western perimeter wall and Western row of Sabal Palms within 120 days of commencement of the project",Approved the Development Order with staff stipulations and the additional condition the applicant will install the Western perimeter wall and Western row of Sabal Palms within 120 days of commencement of the project,,See minutes,
120,42,4,Unknown,Ordinance 2025-10,,"Ordinance Review - Capital Improvement Schedule Update Review Ordinance 2025-10, updating the Capital Improvements Element which includes the Capital Improvement Program approved for Fiscal Year 2025/2026",,,"Ordinance Review - Capital Improvement Schedule Update Review Ordinance 2025-10, updating the Capital Improvements Element which includes the Capital Improvement Program approved for Fiscal Year 2025/2026. Action: Recommended approval to the Village Council but this is not an indication that PZDB has reviewed or validated the accuracy of the report",Recommended approval to the Village Council but this is not an indication that PZDB has reviewed or validated the accuracy of the report,,See minutes,
