AgendaItemID,MeetingDate,ProjectTitle,LocationName,Location,Latitude,Longitude,CoordinateType,GeocodeConfidence,GeocodeSource,GeocoderDisplayName,EvidenceStatus,EvidenceReason,EvidenceSnippet,Document_Link
972,2025-10-15,State Funding Requests - 2026 Fiscal Year,Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,representative_linear_or_area_point,0.7,nominatim,"Estero Parkway, Rookery Pointe, The Reef Student Living, Estero, Lee County, Florida, 33967, United States",supported,exact_or_alias,"State Funding Requests - 2026 Fiscal Year. Action: Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10152025.pdf
327,2015-04-17,"approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. F",Estero Parkway,"Estero Parkway, Estero, FL",26.4491802,-81.7986456,representative_linear_or_area_point,0.7,nominatim,"Estero Parkway, Rookery Pointe, The Reef Student Living, Estero, Lee County, Florida, 33967, United States",supported,exact_or_alias,"approved in Item 5(G); and that a revised Map ""B"" had been circulated on April 14, 2015. Following brief Council discussion as to whether it would be appropriate to include the revised map in today's action, Special Zoning Counsel Nancy Stroud provided a detailed explanation of the purpose, requirements and limitations of ""Zoning in Progress"". She also addressed concerns and misconceptions contained in letters from residents, developers and landowners. Vice-Mayor Levitan offered comments rega...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04172015%20minutes.pdf
1275,2019-04-24,(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Numbe,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"(1) Approved consultants ranking for Estero River Sedimentation Analysis as follows: Number | - Coastal Engineering Consultants, Inc.; Number 2 - Taylor Engineering, Inc.; Number 3 - TKW Consulting Engineers, Inc.; and Number 4- GHD Inc. (2) Authorized staff to negotiate a contract with the Number | ranked firm, Coastal Engineering Consultants, Inc. to provide professional services to perform a sedimentation analysis of the Estero River",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-04-24%20Council%20Meeting%20Approved%20Minutes.pdf
647,2016-07-06,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/070616%20Council%20Meeting%20Approved%20Minutes.pdf
673,2020-07-08,"Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020",Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Proposed Capital Improvement Program Review proposed Capital Improvement Program and move to second public hearing on July 22, 2020. Action: Approved to move to second public hearing on July 22, 2020 and remove the Estero River Preserve line item from 2020-21 CIP and instead moved to 2021-22 budget",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07082020%20Council%20Meeting%20Minutes.pdf
767,2015-09-03,"approved by the ECCL members present at the August 28, 2015 meeting related to including a",Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village C...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf
227,2022-03-16,Village-initiated rezoning and Comprehensive Plan Amendment,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Village-initiated rezoning and Comprehensive Plan Amendment. Action: Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03162022%20minutes.pdf
19,2023-01-04,Estero River Sediment Analysis EC 2019-36 Change Order #1,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Estero River Sediment Analysis EC 2019-36 Change Order #1. Action: Approved Change Order #1 to Contract EC 2019-36 in the amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the proposed dredging of sediments from the Estero River",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01042023%20minutes.pdf
1310,2019-07-24,Estero River Sedimentation Analysis RFQ 2019-01,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Estero River Sedimentation Analysis RFQ 2019-01. Action: 1) Approved the contract with Coastal Engineering Consultants, Inc. for the performance of a sedimentation analysis of the Estero River. 2) Authorized the Village Manager to execute an agreement on behalf of the Village of Estero Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-07-24%20Council%20Meeting%20Approved%20Minutes.pdf
201,2021-03-03,Estero River North Branch Drainage Improvements Contract,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,Estero River North Branch Drainage Improvements Contract. Action: Approved Estero River North Branch Drainage Improvements contract with JR Evans Engineering under Supplemental Task Authorization (STA) - 03 Contract EC 2020-30 Miscellaneous Professional Services to perform a suite of design services for drainage improvements along the North Branch of the Estero River from Bamboo Island to River Oaks Preserve. Approve a 10% contingency for additional services that may be required to complete t...,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03032021%20minutes.pdf
955,2023-10-04,Hazard Mitigation Application Assistance Contract,Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Hazard Mitigation Application Assistance Contract. Action: Approved Change Order No. 1 to Contract EC 2022-39 STA 02 with J.R. Evans Engineering, P.A. for the Estero River North Branch Drainage HMGP Assistance project and authorize the Village Manager to sign Change Order No. 1 to Contract EC 2022-39 STA 02 with J.R. Evans Engineering, P.A",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10042023%20minutes.pdf
807,2020-09-09,"Resolution No. 2020-16 a Resolution of the Village Council of the Village of Estero, Lee County, Florida, Adopting the Tentative Budget for Fiscal Year 2020-2021; and Providing an Effective Date",Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"Resolution No. 2020-16 a Resolution of the Village Council of the Village of Estero, Lee County, Florida, Adopting the Tentative Budget for Fiscal Year 2020-2021; and Providing an Effective Date. Action: Adopted Resolution No. 2020-16 with the addition of budgeting an additional $35,000 for extra marine patrol on the Estero River and $10,000 to upgrade the audio equipment Village Council Chambers",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092020%20Council%20Meeting%20Minutes.pdf
1411,2020-05-27,"State Highway Lighting, Maintenance, and Compensation Agreement and Resolution No. 2020-04 A Resolution of the Village ofEstero, Florida, Approving the State Highway Lighting, Maintenance, and Compensation Agreement Between the Village ofEstero an...",Estero River,"Estero River, Estero, FL",26.4360313,-81.8217353,representative_linear_or_area_point,0.7,nominatim,"Estero River, Shadow Wood, Estero, Lee County, Florida, United States",supported,exact_or_alias,"State Highway Lighting, Maintenance, and Compensation Agreement and Resolution No. 2020-04 A Resolution of the Village ofEstero, Florida, Approving the State Highway Lighting, Maintenance, and Compensation Agreement Between the Village ofEstero and State . Action: Adopted Resolution No. 2020-04 and authorized the Village Mayor to execute the agreement on behalf ofthe Village ofEstero Council. (d) Resolution No. 2020-05 A Resolution ofthe Village Council of the Village of Estero, Florida, Appr...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
599,2015-06-24,"adopted prior to December 31, 2014; however, it is an exemption that the Village will get ",Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,exact_or_alias,"adopted prior to December 31, 2014; however, it is an exemption that the Village will get next year. Attorney Saunders added that it only applied to the very small millage that the Village of Estero would be levying. Discussion followed regarding the net effect on tax payers. Vice Mayor Levitan inquired whether a resolution would need to be adopted every year. Village Manager Peter Lombardi responded that the Village would need to adopt an ordinance because the County ordinance excludes the i...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/062415%20Workshop%20Approved%20Minutes.pdf
576,2017-06-21,Request for Quotation RFQ 2017-01 for Estero Village Hall 2nd Floor Remodel,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,exact_or_alias,"Request for Quotation RFQ 2017-01 for Estero Village Hall 2nd Floor Remodel. Action: Approved release ofRFQ 2017-01, which solicits proposals for the Estero Village Hall 2nd Floor Remodel",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/062117%20Council%20Meeting%20Approved%20Minutes.pdf
1180,2017-12-06,Estero Village Hall 2nd Floor Remodel RFB 2017-01 Bid Award,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,exact_or_alias,"Estero Village Hall 2nd Floor Remodel RFB 2017-01 Bid Award. Action: Approved the contract with OneSource Construction Company & Builders, Inc. in the amount of$155,667.76 for the labor, materials, and required ancillaries to provide a turnkey remodel of the 2nd floor of the Estero Village Hall under RFB 2017-01 and authorized the Village Manager to sign the contract",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/120617%20Council%20Meeting%20Approved%20Minutes.pdf
1409,2020-04-22,"APPROVED BY THE COUNCIL MAY 27, 2020 COVID-19 NOTICE: Pursuant to Executive Order No. 20-6",Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,tokens:village;hall,"APPROVED BY THE COUNCIL MAY 27, 2020 COVID-19 NOTICE: Pursuant to Executive Order No. 20-69, issued by the Office of Governor Ron DeSantis on March 20, 2020, municipalities may conduct meetings of their governing boards without having a quorum ofits members present physically or at any specific location, and utilizing communications media technology such as telephonic or video conferencing, as provided by Section 120.54(5)(b )2, Florida Statutes. The Village ofEstero held this virtual public...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-04-22%20Council%20Meeting%20Approved%20Minutes.pdf
1423,2020-05-27,Computer Replacement Proposal,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,exact_or_alias,"Computer Replacement Proposal. Action: Authorized the Village Manager to approve the purchase of new computers from ProAudio for the Council Chambers, the purchase ofnew laptops, briefcases, and docking stations from Dell for staff, and the purchase of new laptops and briefcases from Dell or Apple for Council, depending on preference",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-05-27%20Council%20Meeting%20Minutes.pdf
807,2020-09-09,"Resolution No. 2020-16 a Resolution of the Village Council of the Village of Estero, Lee County, Florida, Adopting the Tentative Budget for Fiscal Year 2020-2021; and Providing an Effective Date",Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.4285,-81.8068,address_point,0.9,curated_seed,,supported,exact_or_alias,"Resolution No. 2020-16 a Resolution of the Village Council of the Village of Estero, Lee County, Florida, Adopting the Tentative Budget for Fiscal Year 2020-2021; and Providing an Effective Date. Action: Adopted Resolution No. 2020-16 with the addition of budgeting an additional $35,000 for extra marine patrol on the Estero River and $10,000 to upgrade the audio equipment Village Council Chambers",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092020%20Council%20Meeting%20Minutes.pdf
755,2016-08-17,Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for ,Genova,"Genova, Estero, FL",26.43765,-81.804994,representative_area_point,0.83,arcgis_world_geocoder,"Estero, Florida",supported,exact_or_alias,Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for the Genova project,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/081716%20Council%20Meeting%20Approved%20Minutes.pdf
647,2016-07-06,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional,Koreshan State Park,"Koreshan State Park, Estero, FL",26.4360624,-81.8162709,representative_area_point,0.7,nominatim,"Koreshan State Historic Site, Cranbrook Harbor, Estero, Lee County, Florida, United States",supported,exact_or_alias,Adopted Resolution No. 2016-17 with corrections to minor typos and inclusion of additional bullet points: Changing the name of the Koreshan State Park to Estero River/Koreshan Historic Site State Park; Exploring environmental research facilities and environmental restoration through the Florida Gulf Coast University Environmental Studies Group,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/070616%20Council%20Meeting%20Approved%20Minutes.pdf
767,2015-09-03,"approved by the ECCL members present at the August 28, 2015 meeting related to including a",Koreshan State Park,"Koreshan State Park, Estero, FL",26.4360624,-81.8162709,representative_area_point,0.7,nominatim,"Koreshan State Historic Site, Cranbrook Harbor, Estero, Lee County, Florida, United States",supported,tokens:koreshan;state;park,"approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village C...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf
598,2015-06-24,adopted the concepts that Councilmember Errington was suggesting and encouraged the format,Koreshan State Park,"Koreshan State Park, Estero, FL",26.4360624,-81.8162709,representative_area_point,0.7,nominatim,"Koreshan State Historic Site, Cranbrook Harbor, Estero, Lee County, Florida, United States",supported,exact_or_alias,"adopted the concepts that Councilmember Errington was suggesting and encouraged the formation of the committee. Mayor Batos noted on the last page of her presentation that Councilmember Errington was asking Council to give approval for a public supported Estero Historic Preservation Advisory Committee and it appeared that she now wasn't asking for approval, but rather informing Council of her plans. Councilmember Errington responded that the wording was out of courtesy to the Council. Mayor B...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/062415%20Workshop%20Approved%20Minutes.pdf
468,2016-05-24,"APPROVED BY COUNCIL JULY 6,2016 FINAL ACTION AGENDA/MINUTES 1. Call to Order: 5:30 p.m. Vi",Legacy Church,"21115 Design Parc Lane, Estero, FL 33928",26.4317010,-81.7996992,address_point,0.7,nominatim,"21115, Design Parc Lane, The Estates at Estero River, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"APPROVED BY COUNCIL JULY 6,2016 FINAL ACTION AGENDA/MINUTES 1. Call to Order: 5:30 p.m. Village of Estero Village Council Workshop Held at Legacy Church 21115 Design Pare Lane Estero, FL 33928 May 24, 2016 5:30 p.m. 2. Pledge of Allegiance: Led by Mayor Batos. 3. Invocation: Offered by Pastor Nolen Rollins. 4. Roll Call: Present: Mayor Nick Batos - District 6, Vice Mayor Howard Levitan - District 2, Councilmember Bill Ribble, District 1, Councilmember Katy Errington - District 4, Councilmembe...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/052416%20Council%20Workshop%20Meeting%20Approved%20Minutes.pdf
201,2021-03-03,Estero River North Branch Drainage Improvements Contract,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,exact_or_alias,Estero River North Branch Drainage Improvements Contract. Action: Approved Estero River North Branch Drainage Improvements contract with JR Evans Engineering under Supplemental Task Authorization (STA) - 03 Contract EC 2020-30 Miscellaneous Professional Services to perform a suite of design services for drainage improvements along the North Branch of the Estero River from Bamboo Island to River Oaks Preserve. Approve a 10% contingency for additional services that may be required to complete t...,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03032021%20minutes.pdf
228,2022-03-16,"Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,tokens:river;oaks,"Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue. Action: Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03162022%20minutes.pdf
304,2022-04-06,"Resolution No. 2022-05 a Resolution Confirming the Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date",River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,tokens:river;oaks,"Resolution No. 2022-05 a Resolution Confirming the Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date. Action: Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04062022%20minutes.pdf
353,2022-04-20,"Resolution No. 2022-08 A Resolution for Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date",River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,tokens:river;oaks,"Resolution No. 2022-08 A Resolution for Approval of Purchase of a Vacant Land Contract for Purchase of Property Located at Broadway E., Estero (River Oaks) from Old Town Preservation & Management Inc.; and Providing an Effective Date. Action: Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/04202022%20minutes.pdf
1189,2023-12-06,River Oaks Preserve Preliminary Design Contract,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,exact_or_alias,"River Oaks Preserve Preliminary Design Contract. Action: Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/12062023%20minutes.pdf
556,2025-06-18,River Oaks Preserve Construction Manager at Risk Contract,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,exact_or_alias,"River Oaks Preserve Construction Manager at Risk Contract. Action: Approved the award of Contract 25031 with Chris Tel Construction to provide construction manager as risk services for the River Oaks Preserve Project, approve pre-construction services as described in the contract for $346,926, approve a $35,000 contingency for additional services that may be required to complete preconstruction services, and authorize the Village Manager to sign the contract and other additional implementing...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/06182025.pdf
990,2023-10-18,2024-2025 State Legislative Priorities,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,representative_linear_or_area_point,1.0,arcgis_world_geocoder,River Oaks Preserve,supported,exact_or_alias,2024-2025 State Legislative Priorities. Action: Approved the Fiscal Year 2024-2025 Village of Estero legislative priorities to include. 1. Highlands Ave. Septic-to-Sewer 2. Sunny Groves UEP 3. Estero Bay Village UEP 4. Cypress Bend UEP 5. Broadway Ave. West Improvements 6. River Oaks Preserve,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10182023%20minutes.pdf
818,2021-09-09,Approved executing the attached contract with CW3 Engineering to provide River Ranch Road ,River Ranch Road,"River Ranch Road, Estero, FL",26.4257950,-81.7946350,representative_linear_or_area_point,0.7,nominatim,"River Ranch Road, The Lakes of Estero, Shadow Wood, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Approved executing the attached contract with CW3 Engineering to provide River Ranch Road Improvement Design and Permitting services for a not to exceed contract amount of $552,245.00, approve a contingency fund amount of $55,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and Authorize the Village Manager to execute the with CW3 Engineering and any other related ancillary documents on behalf of the Village Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092021%20Minutes.pdf
819,2021-09-09,Approved executing the attached contract with HighSpans to provide River Ranch Road Improv,River Ranch Road,"River Ranch Road, Estero, FL",26.4257950,-81.7946350,representative_linear_or_area_point,0.7,nominatim,"River Ranch Road, The Lakes of Estero, Shadow Wood, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Approved executing the attached contract with HighSpans to provide River Ranch Road Improvement project management services for a not to exceed contract amount of Village Council Minutes - Thursday, September 09, 2021 5 $52,548.00, approve a contingency fund amount of $5,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with HighSpans and any other related ancillary documents on b...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09092021%20Minutes.pdf
121,2024-02-07,River Ranch Road Easement Acquisition Services Contract,River Ranch Road,"River Ranch Road, Estero, FL",26.4257950,-81.7946350,representative_linear_or_area_point,0.7,nominatim,"River Ranch Road, The Lakes of Estero, Shadow Wood, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"River Ranch Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA-03 in the amount of $200,600 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the River Ranch Road Improvements Project, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the V...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/02072024%20minutes.pdf
1369,2019-12-04,"Planning, Design and Permitting Services for River Ranch Road Improvements CN 2019-04",River Ranch Road,"River Ranch Road, Estero, FL",26.4257950,-81.7946350,representative_linear_or_area_point,0.7,nominatim,"River Ranch Road, The Lakes of Estero, Shadow Wood, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Planning, Design and Permitting Services for River Ranch Road Improvements CN 2019-04. Action: 1) Approved consultants ranking for River Ranch Road Improvements as follows: 1. CW3 Engineering, Inc.; 2. Barraco and Associates, Inc. 3. Hole Montes, Inc. 2) Authorized staff to negotiate a contract with the Number 1 ranked firm, CW3 Engineering, Inc. to provide professional consulting services for the River Ranch Road Improvements project",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/20191204%20Council%20Meeting%20Approved%20Minutes.pdf
1377,2020-01-08,"River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04)",River Ranch Road,"River Ranch Road, Estero, FL",26.4257950,-81.7946350,representative_linear_or_area_point,0.7,nominatim,"River Ranch Road, The Lakes of Estero, Shadow Wood, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"River Ranch Road Improvements - Planning, Design, and Permitting Contract (CN-2019-04). Action: (1) Approved the contract with CW3 Engineering, Inc. to provide professional engineering services to proceed with the planning, design and permitting services work required for the River Ranch Road Improvements. (2) Authorized the Village Manager to execute the contract on behalf ofthe Council",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2020-01-08%20Council%20Meeting%20Approved%20Minutes.pdf
78,2024-01-24,Sandy Lane Construction Engineering Inspection Services Contract,Sandy Lane,"Sandy Lane, Estero, FL",26.4384205,-81.8049874,representative_linear_or_area_point,0.7,nominatim,"Sandy Lane, The Estates at Estero River, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Sandy Lane Construction Engineering Inspection Services Contract. Action: Approved EC 2024-09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and inspection services for the Sandy Lake Bike/Ped Improvements, approve a $49,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behal...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01242024%20minutes.pdf
120,2024-02-07,Sandy Lane Easement Acquisition Services Contract,Sandy Lane,"Sandy Lane, Estero, FL",26.4384205,-81.8049874,representative_linear_or_area_point,0.7,nominatim,"Sandy Lane, The Estates at Estero River, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Sandy Lane Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Villa...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/02072024%20minutes.pdf
53,2022-01-19,Sandy Lane and Via Coconut Point Bridge Rehabilitation - RFB 2021-04stero Parkway Landscape Maintenance Contract,Sandy Lane,"Sandy Lane, Estero, FL",26.4384205,-81.8049874,representative_linear_or_area_point,0.7,nominatim,"Sandy Lane, The Estates at Estero River, Estero, Lee County, Florida, 33928, United States",supported,exact_or_alias,"Sandy Lane and Via Coconut Point Bridge Rehabilitation - RFB 2021-04stero Parkway Landscape Maintenance Contract. Action: Approved award of Request for Bid No. RFB 2021-04, Sandy Lane and Via Coconut Point Bridge Rehabilitation to Thomas Marine Construction, Inc. to perform the rehabilitation work at a cost of $349,851, approve a contingency fund amount of $35,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Ma...",https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01192022%20minutes.pdf
