item_id,meeting_id,item_number,item_type,application_id,applicant_name,project_title,district,address_raw,summary,outcome,motion_text,vote_result,created_at
594,114,2,Resolution,2016-15,,"Resolution No. 2016-15 A Resolution of the Village Council of the Village of Estero, Florida, Appointing a Member to the Village of Estero Planning and Zoning Board and Establishing a Term; and Providing an Effective Date",,,"Resolution No. 2016-15 A Resolution of the Village Council of the Village of Estero, Florida, Appointing a Member to the Village of Estero Planning and Zoning Board and Establishing a Term; and Providing an Effective Date. Action: Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15","Appointed William Campos to the Planning and Zoning Board to a term expiring March 31, 2018 and adopted Resolution No. 2016-15",,Detected,
595,114,3,Resolution,2016-14,,Adopted Resolution No. 2016-14 as amended,,,Adopted Resolution No. 2016-14 as amended,Adopted Resolution No. 2016-14 as amended,,Detected,
596,114,4,Ordinance,2016-04,,Adopted Ordinance No. 2016-04,,,Adopted Ordinance No. 2016-04,Adopted Ordinance No. 2016-04,,Detected,
597,114,5,Ordinance,2016-07,,Adopted Ordinance No. 2016-07,,,Adopted Ordinance No. 2016-07,Adopted Ordinance No. 2016-07,,Detected,
598,115,1,Presentation,ted,Lee County and recommended using caution until a mechanism is,adopted the concepts that Councilmember Errington was suggesting and encouraged the format,,Koreshan State Park,"adopted the concepts that Councilmember Errington was suggesting and encouraged the formation of the committee. Mayor Batos noted on the last page of her presentation that Councilmember Errington was asking Council to give approval for a public supported Estero Historic Preservation Advisory Committee and it appeared that she now wasn't asking for approval, but rather informing Council of her plans. Councilmember Errington responded that the wording was out of courtesy to the Council. Mayor Batos stated it was a great idea that she worked on this, expressed thanks, and believed it was an admirable goal. Councilmember Ribble stated there was a lot of passion on this request. He addressed concern regarding the presentation and he would have rather seen it as an intro of what we were going to do down the line. He also addressed concern regarding funding from Lee County and recommended using caution until a mechanism is in place to raise funding. Councilmember Errington responded that she had been told that Lee County has given all the money that they will be giving to the Estero Historical Society. She noted that the purpose was meshing the Historical Society, Happehatchee group, and Koreshan State Park, for protection of the local history as well as the environment. Vice Mayor Levitan stated now that it was understood it would not be a formal advisory committee that Council was being asked to support, he would support the Estero organizations coming together as a coalition to work on the historical aspects of the Estero Community Plan. He added that the organizations would have a tremendous influence on future decisions and there would not be a struggle with concepts of sunshine law","adopted the concepts that Councilmember Errington was suggesting and encouraged the formation of the committee. Mayor Batos noted on the last page of her presentation that Councilmember Errington was asking Council to give approval for a public supported Estero Historic Preservation Advisory Committee and it appeared that she now wasn't asking for approval, but rather informing Council of her plans. Councilmember Errington responded that the wording was out of courtesy to the Council. Mayor Batos stated it was a great idea that she worked on this, expressed thanks, and believed it was an admirable goal. Councilmember Ribble stated there was a lot of passion on this request. He addressed concern regarding the presentation and he would have rather seen it as an intro of what we were going to do down the line. He also addressed concern regarding funding from Lee County and recommended using caution until a mechanism is in place to raise funding. Councilmember Errington responded that she had been told that Lee County has given all the money that they will be giving to the Estero Historical Society. She noted that the purpose was meshing the Historical Society, Happehatchee group, and Koreshan State Park, for protection of the local history as well as the environment. Vice Mayor Levitan stated now that it was understood it would not be a formal advisory committee that Council was being asked to support, he would support the Estero organizations coming together as a coalition to work on the historical aspects of the Estero Community Plan. He added that the organizations would have a tremendous influence on future decisions and there would not be a struggle with concepts of sunshine law",,Detected,
599,115,2,Ordinance,ted,,"adopted prior to December 31, 2014; however, it is an exemption that the Village will get ",,Estero Village Hall,"adopted prior to December 31, 2014; however, it is an exemption that the Village will get next year. Attorney Saunders added that it only applied to the very small millage that the Village of Estero would be levying. Discussion followed regarding the net effect on tax payers. Vice Mayor Levitan inquired whether a resolution would need to be adopted every year. Village Manager Peter Lombardi responded that the Village would need to adopt an ordinance because the County ordinance excludes the incorporated area of Estero; the Village ordinance would put the provision into effect; once the ordinance is adopted, it remains until it is rescinded. Attorney Saunders stated that he would probably have an ordinance on the agenda in September. Brief discussion followed regarding County ordinances that differentiate between unincorporated areas and municipal areas and an opinion that was received from the County Attorney's office that they would still be collecting impact fees even though Estero became a municipality. (F) _ Discussion - Village Office Space Councilmember Ribble provided a brief background on the municipal office space project, which included discussions with elected officials at a SW Florida League of Cities meeting along with follow-up phone calls and site visits, as well as a meeting with the Estero Fire Rescue Commission Board Chair, the Estero Fire Chief, and the Estero Village Manager, regarding how a municipal center should be staffed and what space requirements would be needed. It was noted that Estero Fire Rescue would like the Village to set an exit date of October 2016. Three buildings were taken under consideration: Brooks Town Center, Corkscrew Palms Building, and Picaya Bay. In addition, two office spaces along Three Oaks Parkway were briefly discussed for temporary use. Discussion followed regarding parking; offices for Councilmembers; conference rooms; Council chambers large enough to handle up to 100 persons; having adequate space for contractors or additional employees looking forward five years and as the Village moves forward with the interlocal agreement with the County; importance of a separate break room; and building location. Discussion followed regarding the Corkscrew Palms building and the Brooks Tan Center property. It was noted that the BreeksTewn-Center Corkscrew Palms buildin Would be the least expensive to remodel; it had an additional floor for expansion; the parking was more than adequate. Regarding the Brooks Town Center property, the idea of having the Council chambers in the location described on the presentation, there may be the possibility of an expansion area to allow for additional attendance at meetings. Brief discussion ensued regarding pricing per square foot. Mayor Batos stated that he may be able to provide better direction on this topic next week, after a meeting this Friday related to conceptual ideas on the interlocal agreement","adopted prior to December 31, 2014; however, it is an exemption that the Village will get next year. Attorney Saunders added that it only applied to the very small millage that the Village of Estero would be levying. Discussion followed regarding the net effect on tax payers. Vice Mayor Levitan inquired whether a resolution would need to be adopted every year. Village Manager Peter Lombardi responded that the Village would need to adopt an ordinance because the County ordinance excludes the incorporated area of Estero; the Village ordinance would put the provision into effect; once the ordinance is adopted, it remains until it is rescinded. Attorney Saunders stated that he would probably have an ordinance on the agenda in September. Brief discussion followed regarding County ordinances that differentiate between unincorporated areas and municipal areas and an opinion that was received from the County Attorney's office that they would still be collecting impact fees even though Estero became a municipality. (F) _ Discussion - Village Office Space Councilmember Ribble provided a brief background on the municipal office space project, which included discussions with elected officials at a SW Florida League of Cities meeting along with follow-up phone calls and site visits, as well as a meeting with the Estero Fire Rescue Commission Board Chair, the Estero Fire Chief, and the Estero Village Manager, regarding how a municipal center should be staffed and what space requirements would be needed. It was noted that Estero Fire Rescue would like the Village to set an exit date of October 2016. Three buildings were taken under consideration: Brooks Town Center, Corkscrew Palms Building, and Picaya Bay. In addition, two office spaces along Three Oaks Parkway were briefly discussed for temporary use. Discussion followed regarding parking; offices for Councilmembers; conference rooms; Council chambers large enough to handle up to 100 persons; having adequate space for contractors or additional employees looking forward five years and as the Village moves forward with the interlocal agreement with the County; importance of a separate break room; and building location. Discussion followed regarding the Corkscrew Palms building and the Brooks Tan Center property. It was noted that the BreeksTewn-Center Corkscrew Palms buildin Would be the least expensive to remodel; it had an additional floor for expansion; the parking was more than adequate. Regarding the Brooks Town Center property, the idea of having the Council chambers in the location described on the presentation, there may be the possibility of an expansion area to allow for additional attendance at meetings. Brief discussion ensued regarding pricing per square foot. Mayor Batos stated that he may be able to provide better direction on this topic next week, after a meeting this Friday related to conceptual ideas on the interlocal agreement",,Detected,
600,116,1,Vote,ted,,adopted by the Council at some point in the future. Vice Mayor Levitan inquired whether th,,,"adopted by the Council at some point in the future. Vice Mayor Levitan inquired whether the Village name should be trademarked and addressed concern regarding other agencies or companies using the Village name and implying they are part of the Village government. Mayor Batos asked that this issue be turned over to counsel for recommendation. Village Attorney Saunders stated that he would be able to handle any trademark issues for Council. Councilmember Errington reported that she attended the recent Design Review Board meeting. She addressed concern regarding public involvement; the clear cutting application that was before the Board; discouragement with the process; and notice that was given 10 years ago. She stated that it set a bad example when the Council said they supported public participation and it was ignored, Councilmember Boesch reported that Apple has said they were willing to put on a training program. Village Manager Lombardi stated that he had received an email from them explaining they would provide training classes at a cost of $500 for Councilmembers who had Apple computers and phones. He indicated that he would be paying the fee and emails would be sent to Councilmembers to advise of the availability of the training. Mayor Batos suggested that, prior to paying the fee, the Village Manager find out if there was interest in the training. Village Manager Lombardi said he would be sending an email to see what the interest was on the part of Council prior to paying the fee. Mayor Batos called for","adopted by the Council at some point in the future. Vice Mayor Levitan inquired whether the Village name should be trademarked and addressed concern regarding other agencies or companies using the Village name and implying they are part of the Village government. Mayor Batos asked that this issue be turned over to counsel for recommendation. Village Attorney Saunders stated that he would be able to handle any trademark issues for Council. Councilmember Errington reported that she attended the recent Design Review Board meeting. She addressed concern regarding public involvement; the clear cutting application that was before the Board; discouragement with the process; and notice that was given 10 years ago. She stated that it set a bad example when the Council said they supported public participation and it was ignored, Councilmember Boesch reported that Apple has said they were willing to put on a training program. Village Manager Lombardi stated that he had received an email from them explaining they would provide training classes at a cost of $500 for Councilmembers who had Apple computers and phones. He indicated that he would be paying the fee and emails would be sent to Councilmembers to advise of the availability of the training. Mayor Batos suggested that, prior to paying the fee, the Village Manager find out if there was interest in the training. Village Manager Lombardi said he would be sending an email to see what the interest was on the part of Council prior to paying the fee. Mayor Batos called for",,Detected,
601,117,1,Contract Approval,ted,Council working on the village center and healthcare village,"approved a contractor to build two additional floors on the Gulf Coast Hospital, part of t",,,"approved a contractor to build two additional floors on the Gulf Coast Hospital, part of the efforts to bring quality health care to south Lee County; the project will also add 275 beds on two floors and a couple of parking garages. He stated that this would work well with the proposed medical village. Councilmember Brown hopéd to invite representatives from Lee Memorial Health System to a Council workshop in the first part of September in order to provide a progress update. He also conveyed thanks to everyone for the well wishes while he was absent. Councilmember Errington noted, with Council working on the village center and healthcare village, to continue to remember the northern part of Estero, due to concerned citizens. She added that Council needed to make sure that the citizens were included because they are as important as everyone else. Councilmember Wilson stated that parking was one of the very important aspects for the future Village office space, and related parking issues as a result of last night's Planning and Zoning Board meeting. He reported that he would be meeting with the Village Manager and Finance Director to go over the budget, as he would be out of town for the first budget workshop. Mayor Batos conveyed thanks to Attorney Tony Pires attending the meeting on behalf of Village Attorney Burt Saunders. He also spoke to an email that announced the hiring of another employee, Lisa Pace, as the Village Finance Director. 11. VILLAGE MANAGER'S COMMENTS None. 12. VILLAGE ATTORNEY'S COMMENTS None. 13. ADJOURN Mayor Batos wished everyone a happy and safe 4"" of July, conveyed thanks for all we have and the great country that we live in, and","approved a contractor to build two additional floors on the Gulf Coast Hospital, part of the efforts to bring quality health care to south Lee County; the project will also add 275 beds on two floors and a couple of parking garages. He stated that this would work well with the proposed medical village. Councilmember Brown hopéd to invite representatives from Lee Memorial Health System to a Council workshop in the first part of September in order to provide a progress update. He also conveyed thanks to everyone for the well wishes while he was absent. Councilmember Errington noted, with Council working on the village center and healthcare village, to continue to remember the northern part of Estero, due to concerned citizens. She added that Council needed to make sure that the citizens were included because they are as important as everyone else. Councilmember Wilson stated that parking was one of the very important aspects for the future Village office space, and related parking issues as a result of last night's Planning and Zoning Board meeting. He reported that he would be meeting with the Village Manager and Finance Director to go over the budget, as he would be out of town for the first budget workshop. Mayor Batos conveyed thanks to Attorney Tony Pires attending the meeting on behalf of Village Attorney Burt Saunders. He also spoke to an email that announced the hiring of another employee, Lisa Pace, as the Village Finance Director. 11. VILLAGE MANAGER'S COMMENTS None. 12. VILLAGE ATTORNEY'S COMMENTS None. 13. ADJOURN Mayor Batos wished everyone a happy and safe 4"" of July, conveyed thanks for all we have and the great country that we live in, and",,Detected,
602,118,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
603,118,2,Consent Agenda,,,Financial Report for Month ended May 2025,,,Financial Report for Month ended May 2025. Action: Approved consent agenda,Approved consent agenda,,Detected,
604,118,3,Resolution,2025,,"Resolution No. 2025 - 10 Proposed Millage rate for Fiscal year 2025-2026 A Resolution of the Village Council of the Village of Estero, Florida, Determining the Proposed Millage Rate for Fiscal Year 2025-2026, Setting the Date, Time and Place for the Publi",,,"Resolution No. 2025 - 10 Proposed Millage rate for Fiscal year 2025-2026 A Resolution of the Village Council of the Village of Estero, Florida, Determining the Proposed Millage Rate for Fiscal Year 2025-2026, Setting the Date, Time and Place for the Publi. Action: Adopted Resolution No. 2025-10",Adopted Resolution No. 2025-10,,Detected,
605,118,4,Resolution,2025,,"Resolution No. 2025 - 11 Budget Amendment A Resolution of the Village Council of the Village of Estero, Florida, Approving the First Budget Amendment for Fiscal Year 2024-2025 to Approve the Use of Village Funds and to Recognize the Audited Carryforward i",,,"Resolution No. 2025 - 11 Budget Amendment A Resolution of the Village Council of the Village of Estero, Florida, Approving the First Budget Amendment for Fiscal Year 2024-2025 to Approve the Use of Village Funds and to Recognize the Audited Carryforward i. Action: Adopted Resolution No. 2025-11",Adopted Resolution No. 2025-11,,Detected,
606,118,5,Resolution,2025-12,,"Resolution No. 2025-12 Amending Defined Contributions Retirement Plan A Resolution of the Village Council of the Village of Estero, Florida; Amending the Defined Contribution Retirement Plan for the Employees of Estero, Florida; Providing for Conflicting ",,,"Resolution No. 2025-12 Amending Defined Contributions Retirement Plan A Resolution of the Village Council of the Village of Estero, Florida; Amending the Defined Contribution Retirement Plan for the Employees of Estero, Florida; Providing for Conflicting . Action: Adopted Resolution No. 2025-12",Adopted Resolution No. 2025-12,,Detected,
607,118,6,Contract Approval,,,Banking Services Request for Proposal (RFP) 101125,,,"Banking Services Request for Proposal (RFP) 101125. Action: Approved the scoring ranking and award a mutually agreeable contract to the top scoring firm which is Synovous Bank to provide banking services for the Village. Should negotiations fail with the top scoring firm, authorize negotiations to begin with the second scoring firm and award a mutually agreeable contract and so on, and authorize the Village Manager to sign a contract and any other additional implementation documents within the scope of the contract on behalf of the Village of Estero Council and begin implementation of Banking Services to the awarded bank","Approved the scoring ranking and award a mutually agreeable contract to the top scoring firm which is Synovous Bank to provide banking services for the Village. Should negotiations fail with the top scoring firm, authorize negotiations to begin with the second scoring firm and award a mutually agreeable contract and so on, and authorize the Village Manager to sign a contract and any other additional implementation documents within the scope of the contract on behalf of the Village of Estero Council and begin implementation of Banking Services to the awarded bank",,Detected,
608,118,7,Contract Approval,2024-36,Wright Construction Group,Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend),,Cypress Bend Septic Area,"Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend). Action: Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments or modifications which do not require an increase in the not to exceed budget","Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments or modifications which do not require an increase in the not to exceed budget",,Detected,
609,118,8,Contract Approval,2024-36,Wright Construction,Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 02 (Sunny Grove),,Sunny Grove Septic Area,"Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 02 (Sunny Grove). Action: Approved Contract Number EC 2024-36 GMP Addendum 02 in the amount of $2,540,946 with Wright Construction, Inc. for the construction of the Sunny Grove Park wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments or modifications which do not require an increase in the not to exceed budget","Approved Contract Number EC 2024-36 GMP Addendum 02 in the amount of $2,540,946 with Wright Construction, Inc. for the construction of the Sunny Grove Park wastewater treatment plant (WWTP) site conversion to Lee County Utilities and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments or modifications which do not require an increase in the not to exceed budget",,Detected,
610,118,9,Vote,ff,Hagerty Consulting,Hurricane Ian Hazard Mitigation Grant Program (HMGP) Grant Management Support,,,"Hurricane Ian Hazard Mitigation Grant Program (HMGP) Grant Management Support. Action: Approved Supplemental Task Order with Hagerty Consulting, Inc. to assist the Village in HMGP Program Management Support and authorize Village Manager or delegate staff to execute a task order","Approved Supplemental Task Order with Hagerty Consulting, Inc. to assist the Village in HMGP Program Management Support and authorize Village Manager or delegate staff to execute a task order",,Detected,
611,118,10,Contract Approval,,Chris-Tel Construction,Chris-Tel Contract Amendment - Maintenance Building,,,"Chris-Tel Contract Amendment - Maintenance Building. Action: Approved the contract amendment with Chris-Tel Construction, in addition to a5% owner's contingency for the amount of $2,224,726.00 and authorize the Village Manger to sign the contract and other additional implementation documents on behalf of the Village of Estero Council","Approved the contract amendment with Chris-Tel Construction, in addition to a5% owner's contingency for the amount of $2,224,726.00 and authorize the Village Manger to sign the contract and other additional implementation documents on behalf of the Village of Estero Council",,Detected,
612,118,11,Ordinance,2025-07,,"First Reading Ordinance No. 2025-07 Pelican Sound Zoning Amendment An Ordinance of the Village Council of the Village of Estero, Florida, Approving With Conditions an Amendment to the Residential Zoning for the River Club Area of Pelican Sound Planned Dev",,,"First Reading Ordinance No. 2025-07 Pelican Sound Zoning Amendment An Ordinance of the Village Council of the Village of Estero, Florida, Approving With Conditions an Amendment to the Residential Zoning for the River Club Area of Pelican Sound Planned Dev. Action: Passed first reading of Ordinance No. 2025-07 and set second reading and public hearing for September 17, 2025","Passed first reading of Ordinance No. 2025-07 and set second reading and public hearing for September 17, 2025",,Detected,
613,118,12,Ordinance,2025-09,,"First Reading Ordinance No. 2025-09 Authority to Approve Plats An Ordinance of the Village Council of the Village of Estero, Florida, Amending § 2- 301, § 2-303, and § 2-502 of the Village Land Development Code Regarding Plat Approvals; Making Related Fin",,,"First Reading Ordinance No. 2025-09 Authority to Approve Plats An Ordinance of the Village Council of the Village of Estero, Florida, Amending § 2- 301, § 2-303, and § 2-502 of the Village Land Development Code Regarding Plat Approvals; Making Related Fin. Action: Passed first reading of Ordinance No. 2025-09 and set second reading and public hearing for September 10, 2025","Passed first reading of Ordinance No. 2025-09 and set second reading and public hearing for September 10, 2025",,Detected,
614,118,13,Ordinance,2025-04,,"Second Reading Ordinance No. 2025-04 Land Development Code Flood Amendments An Ordinance of the Village Council of the Village of Estero, Florida, Amending Land Development Code Section 7-3 ""Flood Hazard Reduction Standards"" to Include a Requirement for N",,,"Second Reading Ordinance No. 2025-04 Land Development Code Flood Amendments An Ordinance of the Village Council of the Village of Estero, Florida, Amending Land Development Code Section 7-3 ""Flood Hazard Reduction Standards"" to Include a Requirement for N. Action: Approved Ordinance No. 2025-04",Approved Ordinance No. 2025-04,,Detected,
615,118,14,Ordinance,2025-02,Conditions an Amendment,"Continuation of Second reading of Zoning Ordinance No. 2025-02 Home2 Suites at Coconut Point An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Mixed Use Planned Development Zoning and Devi",,,"Continuation of Second reading of Zoning Ordinance No. 2025-02 Home2 Suites at Coconut Point An Ordinance of the Village Council of the Village of Estero, Florida, Approving with Conditions an Amendment to the Mixed Use Planned Development Zoning and Devi. Action: Approved Ordinance No. 2025-02 with staff recommended revision to Condition 10",Approved Ordinance No. 2025-02 with staff recommended revision to Condition 10,,Detected,
616,119,1,Administrative,,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",,,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approved agenda",Approved agenda,,Detected,
617,119,2,Consent Agenda,,,"June 19, 2024 Village Council Meeting Minutes",,,"June 19, 2024 Village Council Meeting Minutes. Action: Approved consent agenda correction",Approved consent agenda correction,,Detected,
618,119,3,Resolution,2024-12,,Resolution No. 2024-12 Proposed Millage Rate for Fiscal year 2024-2025,,,Resolution No. 2024-12 Proposed Millage Rate for Fiscal year 2024-2025. Action: Adopted Resolution No. 2024-12,Adopted Resolution No. 2024-12,,Detected,
619,119,4,Resolution,2024-13,,"Resolution No. 2024-13 FY 2024/2025 Budget Amendment A Resolution of the Village Council of the Village of Estero, Florida, Approving the First Budget Amendment for Fiscal Year 2023-2024 to Approve the Use of Village Funds and to Recognize the Audited Car",,,"Resolution No. 2024-13 FY 2024/2025 Budget Amendment A Resolution of the Village Council of the Village of Estero, Florida, Approving the First Budget Amendment for Fiscal Year 2023-2024 to Approve the Use of Village Funds and to Recognize the Audited Car. Action: Adopted Resolution No. 2024-13",Adopted Resolution No. 2024-13,,Detected,
620,119,5,Resolution,2024-15,,"Resolution No. 2024-15 Disaster Response & Recovery Program A Resolution of the Village Council of the Village of Estero, Florida, Adopting a Village Emergency Response Plan; Making Related Findings; Providing for Severability and for an Effective Date",,,"Resolution No. 2024-15 Disaster Response & Recovery Program A Resolution of the Village Council of the Village of Estero, Florida, Adopting a Village Emergency Response Plan; Making Related Findings; Providing for Severability and for an Effective Date. Action: Adopted Resolution No. 2024-15",Adopted Resolution No. 2024-15,,Detected,
621,119,6,Contract Approval,,,Disaster Debris Monitoring Services ITB 100124,,,"Disaster Debris Monitoring Services ITB 100124. Action: Approved award of Invitation to Bid 100124, Disaster Debris Monitoring Services for the Village of Estero to the apparent low bidder, Disaster Program Operations, Inc. to provide on-call disaster debris monitoring services as provided in the contract for a one-year period, at the rates submitted on their bid, authorize the Village Manager to execute contract documents on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero","Approved award of Invitation to Bid 100124, Disaster Debris Monitoring Services for the Village of Estero to the apparent low bidder, Disaster Program Operations, Inc. to provide on-call disaster debris monitoring services as provided in the contract for a one-year period, at the rates submitted on their bid, authorize the Village Manager to execute contract documents on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero",,Detected,
622,119,7,Contract Approval,,,Disaster Debris Recovery Services ITB 100224,,,"Disaster Debris Recovery Services ITB 100224. Action: Approved award of Invitation to Bid 100224, Disaster Recovery Services for the Village of Estero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the solicitation. Authorize the Village Manager to execute a contract document on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero","Approved award of Invitation to Bid 100224, Disaster Recovery Services for the Village of Estero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the solicitation. Authorize the Village Manager to execute a contract document on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for three (3) additional one (1) year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero",,Detected,
623,119,8,Vote,Task,,CDBG-DR Recovery and Resiliency continued Grant Management support task order,,,"CDBG-DR Recovery and Resiliency continued Grant Management support task order. Action: Approved EC Task Order in the amount of $188,921 for Hagerty Consulting, Inc. to assist the Village of Estero in CDBG-DR Recovery and Resiliency Planning Program Grant Management Support","Approved EC Task Order in the amount of $188,921 for Hagerty Consulting, Inc. to assist the Village of Estero in CDBG-DR Recovery and Resiliency Planning Program Grant Management Support",,Detected,
624,119,9,Contract Approval,2024-36,,Estero Utility Extension Projects Construction Manager at Risk Contract,,,Estero Utility Extension Projects Construction Manager at Risk Contract. Action: Approved Contract EC 2024-36 Construction Manager at Risk (CMAR) agreement between Village of Estero and Wright Construction and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not require an increase in contract price,Approved Contract EC 2024-36 Construction Manager at Risk (CMAR) agreement between Village of Estero and Wright Construction and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not require an increase in contract price,,Detected,
625,119,10,Contract Approval,,,"Corkscrew Road Path, Landscaping & Lighting Project Construction Manager at Risk Contract",,,"Corkscrew Road Path, Landscaping & Lighting Project Construction Manager at Risk Contract. Action: Approved Contract Number 24005 Construction Manager at Risk agreement between Village of Estero and Wright Construction Group and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not require an increase in contract price",Approved Contract Number 24005 Construction Manager at Risk agreement between Village of Estero and Wright Construction Group and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not require an increase in contract price,,Detected,
626,119,11,Contract Approval,,,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,,Three Oaks Parkway,"Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths. Action: Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000",,Detected,
627,119,12,Contract Approval,,,Sports Park Campus Hardcourt Installation Contract,,,"Sports Park Campus Hardcourt Installation Contract. Action: Approved Sourcewell Contract 031622-HLC in the amount of $2,429,079.00 for Hellas Construction, Inc. to install 8 tennis courts, 2 basketball courts, and 4 pickleball courts, approve a $242,907.90 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved Sourcewell Contract 031622-HLC in the amount of $2,429,079.00 for Hellas Construction, Inc. to install 8 tennis courts, 2 basketball courts, and 4 pickleball courts, approve a $242,907.90 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,Detected,
628,119,13,Resolution,2024-14,,"Resolution No. 2024-14 Goodwill Town Commons, A replat of Tract A, Estero Town Commons (PLT2023-E003) A Resolution of the Village Council of the Village of Estero, Florida, Approving Goodwill Town Commons, a Replat of Tract ""A"", ""Estero Town Commons"", Rec",,,"Resolution No. 2024-14 Goodwill Town Commons, A replat of Tract A, Estero Town Commons (PLT2023-E003) A Resolution of the Village Council of the Village of Estero, Florida, Approving Goodwill Town Commons, a Replat of Tract ""A"", ""Estero Town Commons"", Rec. Action: Approved Resolution No. 2024-14",Approved Resolution No. 2024-14,,Detected,
629,119,14,Contract Approval,,,Approved the motion to direct the Village Attorney to work with the village manager to sen,,,"Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement is not executed by that date, to authorize the village attorney to take legal action to collect the money due","Approved the motion to direct the Village Attorney to work with the village manager to send kite an agreement for repayment to require that that agreement be executed by a certain date chosen by the manager and that if the agreement is not executed by that date, to authorize the village attorney to take legal action to collect the money due",,Detected,
630,119,15,Ordinance,2024-08,Conditions and Deviations an Amendment,"First Reading Zoning Ordinance No. 2024-08, Plaza Del Sol CPD An Ordinance of the Village Council of the Village pf Estero, Florida, Approving with Conditions and Deviations an Amendment to the Commercial Planned Development for a7 Acre Tract of Property ",,,"First Reading Zoning Ordinance No. 2024-08, Plaza Del Sol CPD An Ordinance of the Village Council of the Village pf Estero, Florida, Approving with Conditions and Deviations an Amendment to the Commercial Planned Development for a7 Acre Tract of Property . Action: Passed first reading and schedule second reading for September 11, 2024","Passed first reading and schedule second reading for September 11, 2024",,Detected,
