ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Corkscrew Road; Budget / Capital Improvement,Village Council,Regular Meeting,Village Council,2015-09-03,2015-09-03,2015,Cancelled,767,1,No Action,"approved by the ECCL members present at the August 28, 2015 meeting related to including a","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village C...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...","approved by the ECCL members present at the August 28, 2015 meeting related to including a list of civic, recreational and arts, and entertainment assets in the section of the Village Center south of Corkscrew Road and. expanded public, bike, and pedestrian access to the Estero River, improved integration of the Koreshan State Site and the Boomer/future State park property with the historic and river access properties in the Old Estero area north of the Estero River into an expanded Village Center north of Corkscrew Road. Fire Chief Scott Vanderbrook invited the Council to view a live fire demonstration in the parking lot at 1:30 p.m. on September 15, 2015. He also noted that the Board would be holding a public hearing at 2:00 p.m. on the fire sprinkler ordinance. 10. COUNCIL COMMUNICATIONS AND FUTURE AGENDA ITEMS Councilmember Ribble reported that five offices have been located at The Brooks Executive Suites for Community Development Department temporary offices. Vice Mayor Levitan...",,,Unanimous,Corkscrew Road going north. He also announced that on Saturday,CL,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,DR/GR,090315 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Corkscrew Road; Comprehensive Plan; Comprehensive Plan / Land Development Code,Village Council,Regular Meeting,Village Council,2022-03-16,2022-03-16,2022,Accepted,227,3,Vote,Village-initiated rezoning and Comprehensive Plan Amendment,"Village-initiated rezoning and Comprehensive Plan Amendment. Action: Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road","Approved initiation of a rezoning and Comprehensive Plan Amendment for property south of Estero River, East of US 41 and north of Corkscrew Road",,,Detected,,,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,03162022 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03162022%20minutes.pdf,AgendaItemLocation
EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract,Village Council,Budget Hearing,Public Hearing,2023-09-07,2023-09-07,2023,Accepted,793,10,Contract Approval,EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract,"EC 2019-66 STA 40: US 41 Medians 6-12 Landscaping Contract. Action: Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,P & T Lawn & Tractor Services,2019-66,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,09072023 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09072023%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2021-01-20,2021-01-20,2021,Accepted,66,3,Contract Approval,"RFB 2021-01 Mowing, Landscape, and Irrigation Maintenance","RFB 2021-01 Mowing, Landscape, and Irrigation Maintenance. Action: Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three a...","Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one year terms under the same terms and conditions, which would include adding Estero Parkway maintenance and US 41 maintenance, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $13,000 (10% contingency) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one year terms under the same terms and conditions, which would include adding Estero Parkway maintenance and US 41 maintenance, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $13,000 (10% contingency) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved Motion to approve award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services as provided in the contract for a one-year period, at a rate of $127,075.00 per year, authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one year terms under the same terms and conditions, which would include adding Estero Parkway maintenance and US 41 maintenance, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $13,000 (10% contingency) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,,2021-01,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,01202021 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/01202021%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2021-07-21,2021-07-21,2021,Accepted,707,6,Contract Approval,"Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintena","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and condition...","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will include repairs of the irrigation system and replacement of plant material, as needed, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,,2021-01,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,,07212021 Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/07212021%20Minutes.pdf,AgendaItemLocation
"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 L...",Village Council,Regular Meeting,Village Council,2019-06-05,2019-06-05,2019,Accepted,1290,5,Resolution,"Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 L...","Joint Participation Agreement (JPA) with State of Florida, Department of Transportation Resolution No. 2019-05 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Joint Participation Agreement (JPA) for the US 41 Landscape. Action: Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project",Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,Adopted Resolution No. 2019-05 approving the Joint Participation Agreement (JPA) for the US 41 Landscape Improvements Project,,,Detected,State of Florida,2019-05,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,,2019-06-05 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-06-05%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
US 41 Medians 1-5 Landscaping Contract,Village Council,Regular Meeting,Village Council,2023-03-15,2023-03-15,2023,Accepted,1433,4,Contract Approval,US 41 Medians 1-5 Landscaping Contract,"US 41 Medians 1-5 Landscaping Contract. Action: Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency","Approved miscellaneous Contractor Services contract EC 2019- 66 STA 36 with P&T Lawn & Tractor Services to install landscaping within US 41 Medians 1-5, including a 10% contingency",,,Detected,P&T Lawn & Tractor Services,2019-,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,3152023 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/3152023%20minutes.pdf,AgendaItemLocation
US 41 North Monument Sign Contract,Village Council,Regular Meeting,Village Council,2023-11-01,2023-11-01,2023,Accepted,1036,4,Contract Approval,US 41 North Monument Sign Contract,"US 41 North Monument Sign Contract. Action: Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council","Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council",,,Detected,,2019-66,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,11012023 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/11012023%20minutes.pdf,AgendaItemLocation
US 41 Southern Monument Sign Contract,Village Council,Regular Meeting,Village Council,2023-03-01,2023-03-01,2023,Accepted,190,4,Contract Approval,US 41 Southern Monument Sign Contract,"US 41 Southern Monument Sign Contract. Action: Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council","Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council","Approves Supplemental Task Authorization (STA)-34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council",,,,,,2019-06,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,03012023 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/03012023%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Zoning Hearing,Public Hearing,2017-07-26,2017-07-26,2017,Accepted,726,1,Ordinance,Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Developme,"Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not l...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...","Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minute...",,,Detected,,2017-02,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,,072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Regular Meeting,Village Council,2021-03-03,2021-03-03,2021,Accepted,181,5,Contract Approval,Williams Road Bicycle & Pedestrian Improvements - Concept Design Contract,"Williams Road Bicycle & Pedestrian Improvements - Concept Design Contract. Action: Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of design services for the Bicycle & Pedestrian improvements along Williams Road, between US 41 and Three Oaks Parkway, approve a 10% contingency for additional services that may...","Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of design services for the Bicycle & Pedestrian improvements along Williams Road, between US 41 and Three Oaks Parkway, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of design services for the Bicycle & Pedestrian improvements along Williams Road, between US 41 and Three Oaks Parkway, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of design services for the Bicycle & Pedestrian improvements along Williams Road, between US 41 and Three Oaks Parkway, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,,Detected,,2020-56,,US 41 / Tamiami Trail,"US 41, Estero, FL",26.4400826,-81.8108702,0.7,TD/CS,0232021 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/0232021%20minutes.pdf,AgendaItemLocation
Budget / Capital Improvement; Williams Road Improvements,Village Council,Regular Meeting,Village Council,2024-11-06,2024-11-06,2024,Accepted,1082,9,Contract Approval,Williams Road Easement Acquisition Services Contract,"Williams Road Easement Acquisition Services Contract. Action: Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and t...","Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,,2024-06,,Williams Road,"Williams Road, Estero, FL",26.4201213,-81.8206708,0.7,TD/CS,11062024 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/11062024%20minutes.pdf,AgendaItemLocation
Budget / Capital Improvement; Williams Road Improvements; Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2024-02-07,2024-02-07,2024,Accepted,122,7,Contract Approval,US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract,"US 41 Median Landscaping (Williams Rd to South of Estero Parkway) Contract. Action: Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on beh...","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)","Approved EC 2019-66 STA-42 in the amount of $236,405 for P & T Lawn & Tractor Services, Inc. to install landscaping along US 41 from Williams Road to south of Estero Parkway, approve a $23,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)",,,Detected,Williams Road to south of Estero Parkway,2019-66,,Williams Road,"Williams Road, Estero, FL",26.4201213,-81.8206708,0.7,TD/CS,02072024 minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/02072024%20minutes.pdf,AgendaItemLocation
Corkscrew Road; Williams Road Improvements,Village Council,Regular Meeting,Village Council,2019-02-06,2019-02-06,2019,Accepted,1240,2,Contract Approval,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended","Approve Supplemental Task Authorization (STA) -1 under CN 2018-02 Miscellaneous Professional Services to Stantec Consulting Services, Inc. to perform a suite of design and permitting services for the Corkscrew Road Traffic Signal Design Project. (c) Design and Permitting Services for Williams Road at Estero High School Turn Lane Improvements CN 2018-04 Recommended",,,,,,2018-02,,Williams Road,"Williams Road, Estero, FL",26.4201213,-81.8206708,0.7,null,2019-02-06 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
